Year,Office,"Election type (RCV, Primary, General, Runoff)",# of Candidates,Candidates (list all) ,Sex/ Gender,Race/ethnicity identified,Source for race/ethnicity,Winner (Y/N),vote share - first round,vote share - final round,Type of verification for race/ethnicity,,,,,,,,,, ,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Jose Medina,M,Latino,,Y,7.75,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Margo St. James,F,n/a,http://www.sfgate.com/entertainment/article/WHERE-ARE-THEY-NOW-Hookers-Ball-Founder-St-2917421.php,N,6.56,,n/a,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Victor Marquez,M,Undetermined,could not find,N,5.22,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Caroline Marks,F,n/a,http://www.sfgate.com/politics/article/S-F-s-Uncle-Miltie-Dies-Inveterate-2974875.php,N,4.69,,n/a,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Donna Casey,F,n/a,,N,3.68,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Harold M. Hoogasian,M,Undetermined,could not find,N,3.36,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,"Manuel A. ""Manny"" Rosales",M,Latino,http://www.sfgate.com/news/article/8-Hopefuls-Seen-as-Having-Shot-at-S-F-Board-2961216.php,N,3.2,,Article,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Arthur Jackson,M,African American,,N,2.5,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Andy Clark,M,n/a,https://www.linkedin.com/pub/andrew-clark/5/650/709,N,2.5,,n/a,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Maria Martinez,F,Latino,,N,2.03,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,"Bruce Quan, Jr.",M,Undetermined- suspect asian,http://www.sfgate.com/news/article/BAY-AREA-DATELINES-3129016.php,N,1.92,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Robert J. Squeri,M,Undetermined,http://www.smartvoter.org/2012/11/06/ca/sf/race/5107/,N,1.47,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Carlos Petroni,M,Latino,,N,1.44,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Scott Durcanin,M,n/a,http://www.smartvoter.org/2000/03/07/ca/sf/vote/durcanin_s/,N,1.34,,n/a,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Lucrecia Bermudez,F,Latino,,N,1.01,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Lorin Scott Rosemond,M,African American,http://www.sfgate.com/news/article/CAMPAIGN-96-3119088.php,N,0.96,,Article- self-identifies,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Robert Coleman,M,Undetermined,could not find,N,0.92,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Len Pettigrew,M,African American,,N,0.86,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Teresita Williams,F,Undetermined,could not find,N,0.84,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Joe Konopka,M,n/a,,N,0.73,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Shawn O'Hearn,M,n/a,,N,0.71,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Susan C. Zarate,F,Undetermined,could not find,N,0.65,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Ellis Keyes,?,Undetermined,could not find,N,0.54,,,,,,,,,,,,,,,,
1995,District Attorney,Runoff,3,Terence Hallinan,M,n/a,,Y,37.96,52.1,,,,,,,,,,,,,,,
1995,District Attorney,Runoff,3,Bill Fazio,M,Pacific Islander (Asian),,N,35.68,47.9,,,,,,,,,,,,,,,
1995,District Attorney,General,3,Arlo Smith,M,n/a,http://www.smartvoter.org/2004/03/02/ca/sf/vote/smith_a/,N,26.35,,n/a,,,,,,,,,,,,,,
1995,Mayor,Runoff,8,"Willie Lewis Brown, Jr. ",M,African American,,Y,34.71,56.68,,,,,,,,,,,,,,,
1995,Mayor,Runoff,8,Frank M. Jordan,M,n/a,http://www.nytimes.com/1991/12/12/us/liberal-city-elects-a-moderate-mayor.html,N,33.66,,n/a,,,,,,,,,,,,,,
1995,Mayor,General,8,Roberta Achtenberg,F,n/a,http://www.bizjournals.com/sanfrancisco/print-edition/2015/06/12/lgbt-pride-outstanding-voices-roberta-achtenberg.html,N,26.9,,n/a,,,,,,,,,,,,,,
1995,Mayor,General,8,Ben Hom,M,Asian,http://www.sfgate.com/news/article/SUNDAY-INTERVIEW-BEN-HOM-A-Longshot-mayoral-3022032.php,N,3.02,,Article,,,,,,,,,,,,,,
1995,Mayor,General,8,Angela Alioto,F,n/a,,N,0.66,,,,,,,,,,,,,,,,
1995,Mayor,General,8,Joel Ventresca,M,n/a,,N,0.61,,,,,,,,,,,,,,,,
1995,Mayor,General,8,Dan Larkosh,M,n/a,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=203831,N,0.35,,n/a,,,,,,,,,,,,,,
1995,Mayor,General,8,Ellis L.A. Keyes,?,Undetermined,could not find,N,0.09,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Kevin Shelley,M,n/a,http://www.sfgate.com/politics/article/Secretary-of-State-Shelley-received-dubious-3303477.php,Y,12.1,,n/a,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Carole Migden,F,n/a,http://www.sfgate.com/bayarea/article/For-departing-Sen-Migden-a-bittersweet-time-3183231.php,Y,12.1,,n/a,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Susan Leal,F,n/a,,Y,11.7,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Tom Ammiano,M,n/a,,Y,11.1,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Mabel Tang,F,Asian,http://www.chinesejournal.com/Lit_proc.html,Y,10.5,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Annemarie Conroy,F,n/a,http://www.sfgate.com/politics/article/SAN-FRANCISCO-Annemarie-Conroy-s-newest-job-2483414.php,N,9.6,,n/a,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Bruce Quan,M,Asian,,N,4.9,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Sylvia Courtney,F,Undetermined,could not find,N,4.7,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Alicia Wong,F,Undetermined,could not find,N,4,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Josh Newman,M,Undetermined,could not find,N,2.1,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Arther M. Jackson,M,African American,http://www.sfgate.com/bayarea/article/Arthur-M-Jackson-businessman-civic-leader-2499641.php,N,2,,Photo- see H,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Maria Martinez,F,Latino,,N,1.6,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Cesar Ascarunz,M,Latino,,N,1.6,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Thomas Adams,M,Undetermined,could not find,N,1.6,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Wardell Fincher,M,African American,http://www.sfgate.com/news/article/Wardell-Fincher-s-banners-To-Oklahoma-with-hugs-3145127.php,N,1.5,,Article,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Joyce E. Jordan,F,African American,http://www.northside-sj.org/html/projects/proj_history_ellington.html,N,1.2,,Article,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Norbert Nicols,M,Undetermined,could not find,N,1.1,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Della Johnson,F,Undetermined,could not find,N,1.1,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Jacquelyn Garrison,F,Undetermined,could not find,N,1.1,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Chuck Hollom,M,Undetermined,could not find,N,1,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Larry Victoria,M,Undetermined,could not find,N,0.9,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Phyllis Tolliver,F,Undetermined,could not find,N,0.6,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Ron C. Loftin,M,Undetermined,could not find,N,0.5,,,,,,,,,,,,,,,,
1994,Board of Supervisors,At Large (5 Candidates win),24,Ellis L.A. Keys,?,Undetermined,could not find,N,0.3,,,,,,,,,,,,,,,,
1994,Public Defender,Primary,1,Jeff Brown,M,n/a,,Y,100,,,,,,,,,,,,,,,,
1993,City Attorney,General,2,Louise H. Renee,F,n/a,http://www.sfgate.com/news/article/Louise-Renne-keeping-busy-with-work-good-works-2370821.php,Y,63.40,,n/a,,,,,,,,,,,,,,
1993,City Attorney,General,2,Niel Eisenberg,M,Undetermined,could not find,N,36.60,,,,,,,,,,,,,,,,
1993,Treasurer,General,2,Mary I Callanan,F,n/a,http://www.irishcentersf.org/newsletters/2007/July_2007.pdf,Y,85.20,,n/a,,,,,,,,,,,,,,
1993,Treasurer,General,2,Adrian Bermudez,M,Latino,,N,14.80,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Angela Alioto,F,n/a,,Y,10.73,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Sue Bierman,F,n/a,http://www.sfgate.com/news/article/Former-S-F-supervisor-Sue-Bierman-dies-after-car-2514661.php,Y,8.83,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Tom Hsieh,M,Asian,,Y,8.5,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Willie B. Kennedy,F,African American,http://www.sfgate.com/bayarea/article/Willie-B-Kennedy-longtime-S-F-supervisor-4655772.php,Y,8.48,,Photo and article,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Barbra Kaufman,F,n/a,,Y,8.38,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Terrence Hallinan,M,n/a,,Y,8.25,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Jim Gonzalez,M,Latino,http://www.jimgonzalez.com/profiles.php,N,7.83,,Website and photo,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Cleve Jones,M,n/a,http://www.lambdaarchives.us/2008_honorees/cleve_jones.htm,N,7.34,,n/a,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Jose E. Medina,M,Latino,,N,6.34,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Richard D. Hongisto,M,n/a,https://en.wikipedia.org/wiki/Richard_Hongisto,N,6.03,,n/a,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Manuel A. Rosales,M,Latino,https://www.leadershipinstitute.org/training/contact.cfm?FacultyID=1074203,N,2.85,,Photo and his association with certain Hispanic organizations,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Maria Martinez,F,Latino,,N,2.62,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,William Brown Jr,M,African American,,N,2.51,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Adrian Bermudez,M,Latino,,N,1.3,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Fred Cramer,M,Undetermined,could not find,N,1.19,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Nancy A. Nielson,F,Undetermined,could not find,N,1.16,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Ivan Kinkennon,M,n/a,http://boards.ancestry.com/thread.aspx?mv=flat&m=34&p=localities.northam.usa.states.iowa.counties.union,N,1.14,,n/a,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Lorin S. Rosmond,M,African American,,N,1.04,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Milton Chee,M,Undetermined,could not find,N,0.93,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,AD Wyatt Norton,M,n/a,http://www.smartvoter.org/1999nov/ca/sf/vote/norton_a/,N,0.79,,n/a,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Chris Berry ,M,Undetermined,could not find,N,0.69,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Jimmie Rankin,F,Undetermined,could not find,N,0.68,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Emanuel Aravena,M,Undetermined,could not find,N,0.55,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Fernando Aranguiz,M,Undetermined,could not find,N,0.53,,,,,,,,,,,,,,,,
1992,Board of Supervisors,At Large (6 Candidates win),26,Ellis L. A. Keys,?,Undetermined,could not find,N,0.31,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
